id,source,title,company,location,description,url,date_collected,date_posted,pre_label,label,labeled_at
d9650a5c765f,adzuna,Advanced Data Engineer,Zühlke,"Schlieren, Dietikon","Founded in Switzerland in 1968, Zühlke is owned by its partners and located across Europe and Asia. We are a global transformation partner, with engineering and innovation in our DNA. We're trusted to help clients envision and build their businesses for the future – to run smarter today while adapting for tomorrow’s markets, customers, and communities. Our multidisciplinary teams specialise in tech strategy and business innovation, digital solutions and applications, and device and systems engi…",https://www.adzuna.ch/details/5576765570?utm_medium=api&utm_source=239784f1,2026-03-02,2026-01-09,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:01:55.503429
c7ec514d2e29,adzuna,Senior Data Engineer,Technis,"Le Mont-sur-Lausanne, Lausanne","At Technis, our mission is to simplify how people make decisions about physical spaces using real-world data. We design innovative products for connected spaces, and our engineers turn those designs into reality. Our teams are curious by default; we love to solve problems and aspire to always learn and share our knowledge. We also believe great things happen when you combine thoughtful collaboration, light processes, and the freedom for people to be themselves. To thrive in this role, you’ll ne…",https://www.adzuna.ch/details/5582451626?utm_medium=api&utm_source=239784f1,2026-03-02,2026-01-13,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:01:59.082422
e90d8f4c3e2c,adzuna,Data Engineer - Snowflake,Capco,Schweiz,"Joining Capco means joining an organisation that is committed to an inclusive working environment where you’re encouraged to BeYourselfAtWork. We celebrate individuality and recognize that diversity and inclusion, in all forms, is critical to success. It’s important to us that we recruit and develop as diverse a range of talent as we can and we believe that everyone brings something different to the table – so we’d love to know what makes you different. Such differences may mean we need to make…",https://www.adzuna.ch/details/5649078802?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-28,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:02.144013
ad5bd1af2e8e,adzuna,Data Engineer - Trading,Rockstar Recruiting AG,Zürich,"Salary: CHF 130’000 - 160’000 per year Requirements: Strong programming skills in Python and Java or Scala Experience building data pipelines and ETL systems Experience with distributed data technologies (e.g., Kafka, Flink, ClickHouse or similar) Strong software engineering fundamentals (testing, deployment, maintenance) Responsibilities: Build and maintain market and trading data pipelines Integrate data from multiple exchanges and trading venues Implement and optimize ETL workflows for large…",https://www.adzuna.ch/details/5650917565?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:04.449000
4f1c37f3f9db,adzuna,Senior Data Engineer,jobcloud,"Uitikon, Dietikon","Salary: CHF 90’000 - 120’000 per year Requirements: 5 years of experience in data warehouse development and ETL, ideally with Redshift and Matillion Strong programming skills (Python preferred) and experience with Infrastructure as Code Solid AWS knowledge, including S3, Redshift, Lambda, and cloud optimization Experience with data streaming (e.g., Apache Kafka) and API integrations Advanced SQL and data modeling capabilities with performance optimization experience Familiarity with BI tools, p…",https://www.adzuna.ch/details/5650917472?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:06.114889
2c19e19e55b1,adzuna,"Data Engineer (Data Vault, Databricks)",Rockstar Recruiting AG,Zürich,"Salary: CHF 100’000 - 125’000 per year Requirements: Mindestens 5 Jahre Berufserfahrung im Data Engineering Studium in (Wirtschafts-)Informatik oder vergleichbare Qualifikation Sehr gute Kenntnisse in SQL, Python und Data Vault Erfahrung mit modernen Datenplattformen und Cloud-Technologien (z. B. Databricks) Proaktive, teamorientierte Arbeitsweise und Interesse an technologischen Entwicklungen Responsibilities: Weiterentwicklung einer unternehmensweiten Data Platform gemeinsam mit dem Team Date…",https://www.adzuna.ch/details/5650917318?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:08.698622
89bc58dff64f,adzuna,Scientific Data Engineer - EMEA,TetraScience,Schweiz,"TetraScience is a Scientific Data and AI company with a mission to radically improve and extend human life. TetraScience combines the world's only open, purpose-built, and collaborative scientific data and AI cloud with deep scientific expertise across the value chain to accelerate and improve scientific outcomes. TetraScience is catalyzing the Scientific AI revolution by designing and industrializing AI-native scientific data sets, which it brings to life in a growing suite of next generation …",https://www.adzuna.ch/details/5499733700?utm_medium=api&utm_source=239784f1,2026-03-02,2025-11-16,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:14.056437
8819515b4c2c,adzuna,Senior Cloud Data Engineer,ELCA,Schweiz,"Description Unsere Business Line «Data, Analytics & AI» ist verantwortlich für die Bereitstellung und Nutzung von Technologieplattformen, welche die Wertschöpfung unserer Kunden fördern. Die zahlreichen exklusiven Projekte unterscheiden sich in Ausprägung, Branchen und Unternehmen. Wir suchen eine motivierte Person in der Rolle als Senior Cloud Data Engineer. Du hast ein flair für Daten und AI mit Erfahrung in der Implementierung von komplexen verteilten Datenplattformen und Anwendungen, um het…",https://www.adzuna.ch/details/5645473519?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-25,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:16.739766
0c2b05554bb1,adzuna,Data Engineer - Kampagnenmanagement CIM,Coopers Group AG,Zürich,"Für unseren Kunden in Luzern suchen wir eine/n erfahrene/n Data Engineer - Kampagnenmanagement (CIM) . In dieser spannenden Rolle sind Sie verantwortlich für die Sicherstellung reibungsloser Batch-Verarbeitungen, die Umsetzung komplexer Datenanforderungen sowie die Durchführung von Release-Tests. Sie arbeiten eng mit den Fachbereichen zusammen und unterstützen bei administrativen Tätigkeiten im Kampagnenmanagement-Tool (CIM). Ihre Aufgaben: Betriebsunterstützung in der Batch-Verarbeitung (Fehl…",https://www.adzuna.ch/details/5603164627?utm_medium=api&utm_source=239784f1,2026-03-02,2026-01-28,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:18.816464
b9949e7aa92d,adzuna,Data Engineer (a) in Zürich,two.jobs,Zürich,"Im Auftrag unseres Kunden Axept Business Software AG suchen wir einen Data Engineer (a) in Zürich Pensum: 80-100% Antritt: per sofort oder nach Vereinbarung Einsame Inseln sind aus deiner Sicht ein tolles Ferienziel, haben in einer modernen Datenarchitektur jedoch nichts mehr verloren? Du bist nicht Robinson Crusoe, sondern unser nächster Tony Stark? Dann bist du bei uns genau richtig – als Team können wir mit dir die Datenwelt erobern. Als innovatives Schweizer Software-Unternehmen realisieren…",https://www.adzuna.ch/details/5635810872?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-19,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:21.151632
ff449debc6ea,adzuna,Data Engineer (50-100%),Rhätische Bahn,"Chur, Plessur","Allgemeine Informationen Möchtest du etwas bewegen und täglich am Puls des öffentlichen Verkehrs tätig sein? Wenn ja, dann bist du bei uns in Chur richtig als Data Engineer (50-100%) Das kannst du bewirken Erfassung und Analyse von Anforderungen aus dem Bereich Data Analytics und Data Science, Dokumentation und Abstimmung mit relevanten Stakeholdern. Unterstützung bei der Definition einer skalierbaren, sicheren und performanten Datenplattform. Entwicklung robuster ELT-Pipelines zur automatisier…",https://www.adzuna.ch/details/5540218430?utm_medium=api&utm_source=239784f1,2026-03-02,2025-12-12,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:23.634610
5568099eb986,adzuna,Audio ML Data Engineer,Logitech,Schweiz,"Logitech is the Sweet Spot for people who want their actions to have a positive global impact while having the flexibility to do it in their own way. The Team and Role: As an Audio ML Data Engineer on the Logitech Hardware Audio ML and DSP Product team, you will work on developing and managing our audio datasets and data pipelines. This work directly influences the innovative audio experiences we deliver to our customers. The Audio ML Data Engineer's key responsibilities include: Data Pipeline …",https://www.adzuna.ch/details/5480113743?utm_medium=api&utm_source=239784f1,2026-03-02,2025-11-04,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:26.345822
53a30ce4940e,adzuna,Data Engineer - Digital Assets,IMC,Schweiz,"IMC has a strong presence in traditional Finance and has been expanding into Crypto over the last years. Through its overseas affiliates, IMC provides liquidity and trades on many cryptocurrency exchanges and DeFi protocols. You can expect a dynamic, fast-paced environment that delivers a steady stream of challenges and opportunities, with one of the most exciting aspects of the job being our quick feedback loop in the research, development and deployment of strategies. As a Data Engineer, you‘…",https://www.adzuna.ch/details/5590788804?utm_medium=api&utm_source=239784f1,2026-03-02,2026-01-18,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:32.707730
61f1dafe13f7,adzuna,Data Engineer/Consultant (Databricks),Capco,Schweiz,"Joining Capco means joining an organization that is committed to an inclusive working environment where you’re encouraged to BeYourselfAtWork. We celebrate individuality and recognize that diversity and inclusion, in all forms, is critical to success. It’s important to us that we recruit and develop as diverse a range of talent as we can and we believe that everyone brings something different to the table – so we’d love to know what makes you different. Such differences may mean we need to make…",https://www.adzuna.ch/details/5594642313?utm_medium=api&utm_source=239784f1,2026-03-02,2026-01-21,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:38.093598
0314f99e052d,adzuna,Senior Data Platform Engineer / Lead Data Engineer,Next-Link,Zürich,"Senior Data Platform Engineer / Lead Data Engineer Role Overview We are seeking an experienced Senior Data Platform Engineer to design, develop, and maintain a modern, cloud-based data platform on Microsoft Azure for a large-scale financial services environment, supporting critical data workloads for the Swiss Stock Exchange. The role involves leading legacy-to-cloud migrations, driving data transformation initiatives, and collaborating closely with cross-functional teams in an agile setup. Req…",https://www.adzuna.ch/details/5614941525?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-05,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:02:41.628598
c7a7bdf18212,adzuna,Analytics & Data Engineer/Lead,Job-Room,"Kriens, Luzern-Land","Per sofort oder nach Vereinbarung/Pensum 60%-90%/All genders Unsere Mission: souveränes, datenschutzkonformes Tracking von Webseiten, Apps und Software. Als Startup und erster offizieller Schweizer Partner von Matomo realisieren wir Open-Source Analytics und Advanced-Analytics-Setups, die technisch sauber funktionieren. Zu unseren Kund:innen zählen bekannte Institutionen und Unternehmen in der Schweiz. Mindset Du arbeitest strukturiert, übernimmst Ownership und dokumentierst sauber. Du denkst i…",https://www.adzuna.ch/details/5640885020?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-22,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:01.870769
424d72be4fc0,adzuna,Data Engineer (m/w),Job-Room,"Basel, Basel-Stadt",Job Informationen  Location: Basel Workload: Full-time Your tasks: Work through our customer's entire data ecosystem to understand their needs and where to find and collect that information Build data wrangling program with Databricks and statistical models based on clinical and Real World Evidence data. Transform data in defined standards using controlled terminologies Support the evaluation of the designed models and present results through data visualization Your profile: University Degree …,https://www.adzuna.ch/details/5646948993?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-27,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:04.210875
0b09a01b3917,adzuna,Senior Data Engineer - Genève,jobcloud,"Carouge, Genf","Salary: CHF 90’000 - 120’000 per year Requirements: 5 years of experience in data warehouse development and ETL, ideally with Redshift and Matillion Strong programming skills (Python preferred) and experience with Infrastructure as Code Solid AWS knowledge, including S3, Redshift, Lambda, and cloud optimization Experience with data streaming (e.g., Apache Kafka) and API integrations Advanced SQL and data modeling capabilities with performance optimization experience Familiarity with BI tools, p…",https://www.adzuna.ch/details/5650917477?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:05.310541
cb3db9013200,adzuna,Senior Data Engineer - Zürich,jobcloud,"Uitikon, Dietikon","Salary: CHF 90’000 - 120’000 per year Requirements: 5 years of experience in data warehouse development and ETL, ideally with Redshift and Matillion Strong programming skills (Python preferred) and experience with Infrastructure as Code Solid AWS knowledge, including S3, Redshift, Lambda, and cloud optimization Experience with data streaming (e.g., Apache Kafka) and API integrations Advanced SQL and data modeling capabilities with performance optimization experience Familiarity with BI tools, p…",https://www.adzuna.ch/details/5650917545?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:06.268816
c3295cfb874e,adzuna,Data Engineer - Legal Data AI Processing,Omnilex,Zürich,"Salary: CHF 100’000 - 140’000 per year Requirements: Minimum qualifications - Degree in Computer Science, Data Science, or a related field; or equivalent practical experience - Strong hands-on experience in data engineering with TypeScript - Solid grasp of data structures, algorithms, regexes, and SQL (PostgreSQL) - Experience using LLMs/embeddings for practical data tasks (chunking, tagging, summarization, RAG-ready pipelines) - Ability to learn quickly and adapt to a dynamic startup environme…",https://www.adzuna.ch/details/5650917658?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:07.840736
0426037daa74,adzuna,"Lead Data Engineer (Azure, Fabric)",Visium SA,Schweiz,"Title: Lead Data Engineer Type: Full-time Location: All Visium locations Start date: March 2026 About us At Visium, we enable enterprise executives in defining their AI & Data strategy, execute large scale transformations and implement AI across operations, ensuring their organization becomes future-proof. With expertise in strategy, architecture, cloud engineering, analytics, artificial intelligence and machine learning, we empower our clients to unleash and scale the power of their data. We’r…",https://www.adzuna.ch/details/5606746440?utm_medium=api&utm_source=239784f1,2026-03-02,2026-01-30,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:08.763688
e8c0adc6eb60,adzuna,Data Engineer – Process Analytics & Data Intelligence,Lonza,Schweiz,"Today, Lonza is a global leader in life sciences operating across five continents. While we work in science, there’s no magic formula to how we do it. Our greatest scientific solution is dedicated people working together, devising ideas that help businesses to help people. In exchange, we let our people own their careers. Their ideas, big and small, genuinely improve the world. And that’s the kind of work we want to be part of. T he actual location of this job is in Visp, Switzerland . Relocati…",https://www.adzuna.ch/details/5619722968?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-07,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:09.906115
70c6efae0977,adzuna,Data Engineer - IT Recruitment GmbH,Job-Room,Schweiz,"Arbeitspensum: 80 - 100%, Homeoffice-Möglichkeit Tätigkeit Als Data Engineer übernimmst du die technische Gesamtverantwortung für unsere Datenplattformen. Du arbeitest eng mit dem Teamleiter, weiteren Data Engineers sowie einer Data Analystin zusammen. Weiterentwicklung unseres Data Warehouse und der Datenschnittstellen im definierten Architekturrahmen Betrieb, Pflege und Optimierung von Datenintegrations- und Transformationsprozessen Technische Umsetzung von ETL-Strecken und Datenpipelines Mit…",https://www.adzuna.ch/details/5643170962?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-24,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:10.936511
eb5a7ce396d8,adzuna,Senior Platform and Data Engineer,Départ de Sentier,"Riniken, Brugg","Salary: CHF 90’000 - 110’000 per year Requirements: ● 3 years of work experience. ● Bachelor’s degree (or equivalent experience) in Data Science, Computer Science, Statistics, Engineering, or a related quantitative discipline. ● Experience building data pipelines, integrating heterogeneous datasets, and cleaning and preparing data sources. ● Experience designing scalable, maintainable systems. ● Understanding of API design principles, versioning, authentication. ● Strong analytical mindset, att…",https://www.adzuna.ch/details/5650917423?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:12.234941
4e98949f7a81,adzuna,Data Engineer (m/w/d),Job-Room,"Bern, Bern-Mittelland","Das kannst du bewegen. * Du entwickelst und betreibst Datenpipelines sowie skalierbare Datenprodukte auf einer cloudbasierten Analytics Plattform basierend auf Snowflake und leistest damit einen direkten Beitrag zu datenbasierten Entscheidungen bei SBB Energie und zur sicheren Stromversorgung des Bahnnetzes. * Du erschliesst Datenquellen und konzipierst stabile Datenintegrationsprozesse in enger Zusammenarbeit mit Data Scientists und Data Analysts, sodass du robuste und nachvollziehbare Datenfl…",https://www.adzuna.ch/details/5634136744?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-18,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:14.197406
966d03cb55ce,adzuna,Data Engineer* - IT Recruitment GmbH,Job-Room,Zürich,"Pensum: 60 - 100 %, Homeoffice Tätigkeit Der Routing Service muss neben dem Berechnen von schnellsten, bequemsten oder attraktivsten Routen von A nach B auch eine Vielzahl von verschiedenen Datensätzen verarbeiten. Wir wollen für jedes Fahrzeug wissen, mit welcher Verspätung dieses aktuell verkehrt und ob es Störungs-, Baustellen- oder andere Informationen gibt, die für die Reisenden relevant wären. Wo möglich greifen wir auch direkt auf GPS-Informationen der Fahrzeuge zu, damit wir genau sagen…",https://www.adzuna.ch/details/5635798182?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-19,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:16.411999
721d1c8320e4,adzuna,ML/Data Engineer (remote EU),Rockstar Recruiting AG,Zürich,"Salary: CHF 80’000 - 90’000 per year Requirements: Strong ML and NLP fundamentals; experience with LLMs and model fine-tuning is a plus. Proficient in Python and libraries Experience training models, human-in-the-loop workflows, and model validation. Hands-on with SQL & NoSQL databases. Familiar with data pipelines, CI/CD, Git, and MLOps principles. Cloud experience (Azure preferred). Responsibilities: Train, validate, and deploy ML/NLP models on unstructured and structured data (web scraping, …",https://www.adzuna.ch/details/5650917416?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:19.585341
5770f37db35e,adzuna,"Senior Data Engineer - Azure, AWS, Databricks",ELCA,Schweiz,"Description For our Data Analytics & AI business line , we are looking for a motivated Data Engineer to design and implement complex distributed environments that process and integrate large volumes of data. You’ll work with big data technologies (Apache Spark, MPP, relational databases), cloud platforms (Azure, AWS, GCP), and DevOps practices to deliver modern, agile data integration platforms. In this role Design and build data platforms from the ground up, collaborating with business and sof…",https://www.adzuna.ch/details/5547705689?utm_medium=api&utm_source=239784f1,2026-03-02,2025-12-18,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:22.704615
1294b7505541,adzuna,Career Opportunities: Senior Data Engineer (123259),Job-Room,Schweiz,"Your team  Pictet Asset Management SA manages the assets of some of the world-s largest institutions, financial intermediaries and their clients. Our culture welcomes independent thinkers and centres around investment excellence, a long-term perspective and a dedication to client service. For our PAM Tech & Operations department, we are seeking to hire a highly skilled and experienced Senior Data Engineer with expertise in Oracle, Postgres and AWS database solutions, experience working with mu…",https://www.adzuna.ch/details/5646949440?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-27,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:24.427921
f4a8af32ecd1,adzuna,Cloud Data Engineer (w/m/d),Hapimag AG,"Steinhausen, Zug","Salary: CHF 90’000 - 120’000 per year Requirements: • Abgeschlossenes Studium in Informatik, Data Engineering, Data Science oder einem vergleichbaren technischen Fachgebiet. • Mehrjährige Berufserfahrung im Data Engineering, davon mindestens 2 Jahre mit Fokus auf GCP-Lösungen. • Umfassende Kenntnisse der GCP-Datendienste (BigQuery, Cloud Storage, Dataflow, Cloud Composer, Cloud Data Fusion). • Sichere Programmierkenntnisse in Python und SQL für die Datenverarbeitung. • Erfahrung mit Big Data Te…",https://www.adzuna.ch/details/5650917465?utm_medium=api&utm_source=239784f1,2026-03-02,2026-03-02,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:25.841870
4ae3eb7f5961,adzuna,Senior Data Engineer (m/w/x),Bring! Labs AG,Zürich,"We build the perfect shopping companions! We help brands and retailers to reach out to their existing and future customers. We provide them with the most relevant advertising platform to showcase and promote their products at the right time: during the planning and execution of their household shopping. About this role You'll shape how Bring! Labs structures and delivers data at scale. Your primary focus: designing, building, and operating a dbt-based data architecture on AWS – starting with mi…",https://www.adzuna.ch/details/5438757084?utm_medium=api&utm_source=239784f1,2026-03-02,2025-10-09,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:28.787114
5a6436778934,adzuna,Data Engineer / Data Scientist (w/m/d) 80-100%,Job-Room,Zürich,"Wir gestalten datengetriebene Lösungen zur Unterstützung von Analyse, Reporting und Entscheidungsfindung von Finance & Risk in der Swiss Life Gruppe. Aktuell bauen wir eine moderne, analytische Data Plattform neu auf, die als zentrale Grundlage für Reporting, Advanced Analytics und Machine-Learning-Anwendungen dient. In unserem interdisziplinären Umfeld verbinden wir fachliche Expertise mit moderner Technologie und schaffen nachhaltige Datenlösungen mit echtem Mehrwert. Vielseitigkeit leben  De…",https://www.adzuna.ch/details/5644502195?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-25,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:30.224461
187076ba635d,adzuna,Data Engineer / Data Scientist (w/m/d) 80-100%,Swiss Life,Schweiz,"Shape the future. Yours and ours. Would you like to help people to lead a self-determined life? And do you want to use your creative scope to reconcile your professional and personal ambitions? Then we can offer you an exciting prospect: at Swiss Life you will be able to deploy your individual talents and expertise in a stimulating and flexible work environment. What’s more, you will be given a good measure of responsibility and can thus contribute to shaping the future of Swiss Life. Wir gesta…",https://www.adzuna.ch/details/5642877767?utm_medium=api&utm_source=239784f1,2026-03-02,2026-02-23,DATA_ENGINEERING,DATA_ENGINEERING,2026-03-02T16:03:31.427630
